415.44 0.88 1.00
416.07 0.88 1.00
417.35 0.88 1.00
418.01 0.88 1.00
419.28 0.88 1.00
420.55 0.88 1.00
421.21 0.88 1.00
422.49 0.88 1.00
423.12 0.88 1.00
424.37 0.88 1.00
425.03 0.88 1.00
426.29 0.88 1.00
427.54 0.88 1.00
428.18 0.88 1.00
429.45 0.88 1.00
430.07 0.88 1.00
431.32 0.88 1.00
432.58 0.88 1.00
433.23 0.88 1.00
434.48 0.88 1.00
435.12 0.88 1.00
436.40 0.88 1.00
437.04 0.88 1.00
438.31 0.88 1.00
439.59 0.88 1.00
440.24 0.88 1.00
441.53 0.88 1.00
442.19 0.88 1.00
443.49 0.88 1.00
444.15 0.89 1.00
445.44 0.89 1.00
446.10 0.89 1.00
447.38 0.89 1.00
448.03 0.89 1.00
449.32 0.89 1.00
450.62 0.89 1.00
451.27 0.89 1.00
452.57 0.89 1.00
453.24 0.89 1.00
454.52 0.89 1.00
455.18 0.89 1.00
456.47 0.89 1.00
457.14 0.89 1.00
458.43 0.89 1.00
459.09 0.89 1.00
460.41 0.89 1.00
461.06 0.89 1.00
462.36 0.89 1.00
463.04 0.89 1.00
464.36 0.89 1.00
465.01 0.89 1.00
466.34 0.89 1.00
467.02 0.89 1.00
468.31 0.89 1.00
469.62 0.90 1.00
470.29 0.90 1.00
471.59 0.90 1.00
472.27 0.90 1.00
473.62 0.90 1.00
474.29 0.90 1.00
475.60 0.90 1.00
476.29 0.90 1.00
477.65 0.90 1.00
478.34 0.90 1.00
479.65 0.90 1.00
480.33 0.90 1.00
481.03 0.90 1.00
482.35 0.90 1.00
483.04 0.90 1.00
484.39 0.90 1.00
485.08 0.91 1.00
